CustomerID,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate,Recency,Monetary,Frequency,R_Score,F_Score,M_Score,RFM_Score,Segment,Age_Group
CUST10173,Diya Hans,mehulgole@hotmail.com,Female,39,Ahmedabad,Divorced,2,2022-09-16,11,22324.73,19,1,1,3,113,Lost,30-45
CUST10174,Shlok Zachariah,nbains@walla.com,Male,33,Mumbai,Married,1,2024-04-22,1,29017.0,29,1,5,5,155,At Risk,30-45
CUST10175,Keya Krishna,zbatra@upadhyay.com,Not Disclosed,62,Jaipur,Single,3,2022-07-27,169,20311.489999999998,20,5,2,2,522,Potential Loyalists,60+
CUST10176,Sumer Keer,banand@raja-shere.com,Not Disclosed,44,Jaipur,Married,2,2022-04-02,63,32829.85,29,4,5,5,455,Champions,30-45
CUST10177,Kimaya Raja,venkateshmahika@yahoo.com,Not Disclosed,45,Delhi,Divorced,2,2023-12-16,3,22238.59,22,1,2,3,123,Lost,30-45
CUST10178,Elakshi Subramanian,badamikaira@amble.com,Not Disclosed,66,Delhi,Divorced,0,2022-05-04,49,27393.78,31,4,5,4,454,Champions,60+
CUST10179,Suhana Majumdar,keya17@barman.info,Male,27,Mumbai,Married,3,2022-01-03,42,36781.37,32,3,5,5,355,Loyal Customers,<30
CUST10180,Ishaan Gaba,hunarwason@hotmail.com,Male,21,Delhi,Widowed,1,2021-12-30,10,33987.78,34,1,5,5,155,At Risk,<30
CUST10181,Yuvaan Dutt,shlok49@yahoo.com,Male,38,Mumbai,Married,1,2021-03-16,84,27047.95,22,5,2,4,524,Potential Loyalists,30-45
CUST10182,Tiya Rau,tanya68@mangat-srivastava.org,Female,60,Bangalore,Widowed,2,2020-09-25,8,34487.06,32,1,5,5,155,At Risk,45-60
CUST10183,Rhea Chada,ibarman@yahoo.com,Female,19,Jaipur,Divorced,0,2020-12-05,2,27556.79,26,1,4,4,144,At Risk,<30
CUST10184,Miraan Cheema,saira70@kunda.com,Female,23,Ahmedabad,Single,3,2022-12-01,74,30228.38,25,4,4,5,445,Champions,<30
CUST10185,Ira Dugar,ela20@yahoo.com,Male,64,Ahmedabad,Divorced,2,2024-01-26,9,19254.170000000002,23,1,3,2,132,At Risk,60+
CUST10186,Yasmin Shenoy,dugarzeeshan@bumb.com,Female,68,Kolkata,Single,3,2024-01-14,27,25731.73,22,3,2,4,324,Big Spenders,60+
CUST10187,Kabir Zacharia,farhanraj@raj.com,Female,24,Kolkata,Married,1,2023-08-01,14,37627.78,30,2,5,5,255,At Risk,<30
CUST10188,Amira Chaudhari,amani59@goel.com,Male,39,Chennai,Widowed,4,2023-08-23,1,22906.420000000002,24,1,3,3,133,At Risk,30-45
CUST10189,Arhaan Butala,agrawalmanikya@gmail.com,Not Disclosed,48,Delhi,Married,2,2020-08-19,75,17311.5,18,4,1,1,411,Others,45-60
CUST10190,Arhaan Lalla,ahana-dhawan@korpal.com,Female,51,Jaipur,Single,3,2022-10-21,133,21310.69,26,5,4,2,542,Potential Loyalists,45-60
CUST10191,Neysa Bansal,kanavsani@dixit.org,Female,65,Bangalore,Married,1,2021-12-15,12,19792.84,20,2,2,2,222,New Customers,60+
CUST10192,Akarsh Kohli,sahnimishti@salvi.biz,Not Disclosed,38,Delhi,Widowed,1,2022-08-04,60,26193.06,24,4,3,4,434,Loyal Customers,30-45
CUST10193,Shayak Bansal,ratikurian@yahoo.com,Not Disclosed,22,Mumbai,Divorced,2,2024-02-04,94,26881.66,24,5,3,4,534,Loyal Customers,<30
CUST10194,Kismat Sangha,rbutala@hotmail.com,Not Disclosed,52,Chennai,Widowed,0,2024-02-26,16,23410.05,26,2,4,3,243,At Risk,45-60
CUST10195,Jivika Singhal,onkar40@hotmail.com,Female,35,Chennai,Single,1,2024-01-22,10,28863.54,30,1,5,5,155,At Risk,30-45
CUST10196,Vardaniya Karnik,mehul87@gmail.com,Male,38,Chennai,Divorced,1,2023-10-18,6,37738.94,35,1,5,5,155,At Risk,30-45
CUST10197,Shamik Sarin,bvenkataraman@rege.com,Female,35,Pune,Widowed,3,2023-07-20,7,26897.07,26,1,4,4,144,At Risk,30-45
CUST10198,Onkar Sheth,uthkarsh05@dubey-raja.com,Not Disclosed,42,Delhi,Single,0,2024-04-12,17,10974.66,15,2,1,1,211,New Customers,30-45
CUST10199,Shalv Bhasin,vanyasant@jayaraman-ramanathan.com,Not Disclosed,49,Lucknow,Divorced,2,2021-06-17,43,28694.82,26,4,4,5,445,Champions,45-60
CUST10200,Nayantara Sarma,romil46@lall-kashyap.com,Not Disclosed,54,Chennai,Divorced,4,2021-07-25,7,22765.35,24,1,3,3,133,At Risk,45-60
CUST10201,Yuvraj  D’Alia,mohanlalchoudhury@saxena.biz,Not Disclosed,41,Kolkata,Divorced,1,2024-07-28,9,32752.44,37,1,5,5,155,At Risk,30-45
CUST10202,Saira Doctor,sawhneyrenee@hotmail.com,Female,52,Jaipur,Married,0,2021-06-20,21,15720.880000000001,17,2,1,1,211,New Customers,45-60
CUST10203,Charvi Chada,goyaladira@garg.net,Female,61,Hyderabad,Married,3,2021-11-18,139,28432.829999999998,28,5,5,5,555,Champions,60+
CUST10204,Lavanya Bhalla,aaryahi04@gmail.com,Male,67,Kolkata,Single,2,2022-08-28,7,25724.35,23,1,3,4,134,At Risk,60+
CUST10205,Farhan Krishna,adira53@behl.net,Not Disclosed,61,Ahmedabad,Single,0,2023-04-17,55,26565.7,24,4,3,4,434,Loyal Customers,60+
CUST10206,Hansh Dhingra,chopraaarav@balasubramanian.com,Male,58,Lucknow,Single,3,2022-10-05,59,26817.06,27,4,4,4,444,Champions,45-60
CUST10207,Aayush Badal,vardaniya09@gmail.com,Male,59,Bangalore,Widowed,0,2020-11-08,11,28952.6,26,1,4,5,145,At Risk,45-60
CUST10208,Anaya Chaudhry,kavya88@yahoo.com,Female,75,Pune,Divorced,0,2022-12-14,8,17657.55,16,1,1,1,111,Lost,60+
CUST10209,Jivin Cheema,darivana@hotmail.com,Male,56,Pune,Married,1,2024-05-09,30,16856.76,19,3,1,1,311,Others,45-60
CUST10210,Shalv Gade,anandjivika@gmail.com,Not Disclosed,41,Jaipur,Married,2,2022-07-02,176,18133.04,27,5,4,1,541,New Loyalists,30-45
CUST10211,Tara Chanda,jayeshdoshi@balan.com,Not Disclosed,22,Ahmedabad,Widowed,0,2022-09-22,55,25814.05,32,4,5,4,454,Champions,<30
CUST10212,Indrajit D’Alia,shray09@kant.com,Not Disclosed,52,Kolkata,Widowed,0,2020-11-03,18,17665.76,22,2,2,1,221,New Customers,45-60
CUST10213,Fateh Balakrishnan,shenoysamiha@bassi.com,Not Disclosed,74,Jaipur,Widowed,0,2023-05-27,29,28117.87,26,3,4,5,345,Loyal Customers,60+
CUST10214,Riya Date,sairababu@hotmail.com,Female,18,Hyderabad,Divorced,2,2024-07-25,38,29119.829999999998,26,3,4,5,345,Loyal Customers,<30
CUST10215,Shaan Gill,qsinghal@hotmail.com,Not Disclosed,18,Jaipur,Single,2,2021-08-24,29,25493.96,24,3,3,4,334,Loyal Customers,<30
CUST10216,Dhruv Kala,vvyas@ramakrishnan.com,Not Disclosed,74,Chennai,Divorced,1,2022-03-15,122,20627.49,24,5,3,2,532,Potential Loyalists,60+
CUST10217,Trisha Sur,hazel45@yahoo.com,Not Disclosed,70,Jaipur,Widowed,2,2021-08-05,5,27910.2,26,1,4,5,145,At Risk,60+
CUST10218,Tejas Goda,gkeer@gmail.com,Not Disclosed,37,Pune,Divorced,0,2022-04-25,20,23642.45,23,2,3,3,233,At Risk,30-45
CUST10219,Romil Chad,irasawhney@hotmail.com,Female,55,Bangalore,Married,0,2022-02-24,76,21800.85,17,4,1,3,413,Others,45-60
CUST10220,Amira Roy,ishaanbaral@date.com,Male,45,Lucknow,Single,1,2021-03-18,3,30040.29,38,1,5,5,155,At Risk,30-45
CUST10221,Anika Dubey,jbose@wali-kar.com,Female,36,Mumbai,Single,3,2021-04-21,100,28872.22,33,5,5,5,555,Champions,30-45
CUST10222,Piya Dugar,anviloke@bajaj.com,Male,42,Ahmedabad,Widowed,0,2024-03-02,119,20515.54,21,5,2,2,522,Potential Loyalists,30-45
CUST10223,Sara Goswami,shlok12@yahoo.com,Female,58,Pune,Divorced,1,2023-05-03,35,26611.329999999998,25,3,4,4,344,Loyal Customers,45-60
CUST10224,Mannat Sawhney,dasguptaromil@manda-jaggi.com,Male,48,Chennai,Married,1,2020-09-17,255,19854.87,17,5,1,2,512,Others,45-60
CUST10225,Mehul Dhillon,divitbir@gour.com,Male,29,Ahmedabad,Divorced,3,2022-02-07,3,18310.12,20,1,2,2,122,Lost,<30
CUST10226,Manikya Barad,cvenkataraman@hotmail.com,Not Disclosed,68,Ahmedabad,Widowed,0,2021-03-04,115,22484.42,24,5,3,3,533,Loyal Customers,60+
CUST10227,Jivin Kunda,adahsuri@gmail.com,Not Disclosed,36,Kolkata,Divorced,1,2022-10-01,4,26177.49,25,1,4,4,144,At Risk,30-45
CUST10228,Manikya Singh,trishachawla@bumb.com,Female,31,Pune,Widowed,2,2021-10-02,18,18761.56,18,2,1,2,212,New Customers,30-45
CUST10229,Vardaniya Gole,parinaazsarin@bassi.com,Male,22,Bangalore,Married,4,2021-05-10,109,25941.54,28,5,5,4,554,Champions,<30
CUST10230,Ivan Mani,sakshamwalia@majumdar-badami.com,Male,64,Mumbai,Single,0,2023-02-18,97,26053.58,26,5,4,4,544,Champions,60+
CUST10231,Charvi Mammen,aradhyabandi@hotmail.com,Female,67,Delhi,Widowed,2,2024-03-15,33,30189.899999999998,26,3,4,5,345,Loyal Customers,60+
CUST10232,Lavanya Dutt,agara@deep.com,Male,71,Mumbai,Single,1,2021-12-06,72,18169.69,20,4,2,2,422,Potential Loyalists,60+
CUST10233,Shaan Chowdhury,ojas47@yahoo.com,Male,53,Hyderabad,Widowed,1,2020-08-27,78,21753.15,29,5,5,3,553,Loyal Customers,45-60
CUST10234,Ishaan Ravel,bhardwajadah@yahoo.com,Not Disclosed,24,Jaipur,Widowed,2,2020-08-16,20,25985.53,29,2,5,4,254,At Risk,<30
CUST10235,Ranbir Gokhale,mahika42@yahoo.com,Not Disclosed,25,Ahmedabad,Divorced,0,2024-07-08,62,18960.97,15,4,1,2,412,Others,<30
CUST10236,Divit Issac,vivaankar@gmail.com,Not Disclosed,72,Mumbai,Married,2,2021-03-07,33,25533.07,25,3,4,4,344,Loyal Customers,60+
CUST10237,Rasha Dara,dhanushshanker@bahl.net,Male,73,Kolkata,Single,2,2024-02-12,4,23003.62,26,1,4,3,143,At Risk,60+
CUST10238,Rati Gade,aissac@majumdar-sengupta.net,Female,61,Jaipur,Widowed,3,2022-07-31,25,18026.81,23,3,3,1,331,Others,60+
CUST10239,Ivan Rajagopalan,trivedisamaira@yahoo.com,Male,56,Pune,Single,0,2024-02-09,41,24657.649999999998,25,3,4,4,344,Loyal Customers,45-60
CUST10240,Advika Dani,kanttara@yahoo.com,Not Disclosed,75,Hyderabad,Married,1,2024-01-26,30,31716.04,26,3,4,5,345,Loyal Customers,60+
CUST10241,Himmat Kant,jiya52@korpal.org,Female,65,Jaipur,Divorced,3,2021-05-28,1,23078.56,24,1,3,3,133,At Risk,60+
CUST10242,Ahana  Sagar,yakshitkaul@dugar.com,Not Disclosed,75,Jaipur,Married,2,2021-07-27,15,22193.59,22,2,2,3,223,Others,60+
CUST10243,Hansh Chana,ishitasastry@yahoo.com,Not Disclosed,39,Pune,Single,0,2021-04-18,235,20192.31,22,5,2,2,522,Potential Loyalists,30-45
CUST10244,Diya Majumdar,elakshirandhawa@hotmail.com,Not Disclosed,60,Chennai,Divorced,0,2022-07-26,6,25126.35,25,1,4,4,144,At Risk,45-60
CUST10245,Raunak Samra,talwarshlok@kala.net,Not Disclosed,46,Ahmedabad,Single,0,2021-11-20,76,24918.34,25,4,4,4,444,Champions,45-60
CUST10246,Miraya Wali,itandon@yahoo.com,Female,35,Hyderabad,Widowed,0,2023-09-13,29,18971.760000000002,17,3,1,2,312,Others,30-45
CUST10247,Baiju Basak,luthravidur@kapadia.com,Female,30,Kolkata,Single,1,2022-02-14,11,20336.21,21,1,2,2,122,Lost,<30
CUST10248,Elakshi Varkey,kiarakar@hayer-dhillon.com,Not Disclosed,50,Bangalore,Widowed,0,2022-08-05,56,28416.74,29,4,5,5,455,Champions,45-60
CUST10249,Kismat Deshpande,mallbiju@bali.info,Female,62,Ahmedabad,Divorced,1,2023-11-16,10,36299.340000000004,34,1,5,5,155,At Risk,60+
CUST10250,Ahana  Ganesh,vbala@dewan-jayaraman.info,Female,41,Lucknow,Widowed,0,2024-03-10,55,18388.43,16,4,1,2,412,Others,30-45
CUST10251,Ivan Iyer,jkrishnan@yahoo.com,Male,56,Bangalore,Widowed,1,2021-12-25,34,24794.8,26,3,4,4,344,Loyal Customers,45-60
CUST10252,Hiran Ramaswamy,vedikatak@wali.com,Male,50,Chennai,Married,2,2021-03-12,93,20494.03,23,5,3,2,532,Potential Loyalists,45-60
CUST10253,Aarna Bal,umangmammen@yahoo.com,Male,38,Lucknow,Widowed,1,2021-01-05,75,18394.41,21,4,2,2,422,Potential Loyalists,30-45
CUST10254,Vivaan Amble,csehgal@yahoo.com,Male,26,Bangalore,Divorced,0,2024-07-24,9,19834.68,22,1,2,2,122,Lost,<30
CUST10255,Nayantara Mannan,suhana42@gmail.com,Not Disclosed,52,Mumbai,Married,2,2023-09-22,67,15826.8,17,4,1,1,411,Others,45-60
CUST10256,Alia Bose,luthragatik@hotmail.com,Male,54,Hyderabad,Divorced,1,2022-08-28,108,15676.9,20,5,2,1,521,Others,45-60
CUST10257,Bhamini Sandhu,jhanvi97@yahoo.com,Male,67,Mumbai,Divorced,2,2021-12-05,19,25727.93,27,2,4,4,244,At Risk,60+
CUST10258,Heer Chopra,heerchaudhry@das.com,Male,23,Hyderabad,Divorced,2,2022-08-20,1,27262.46,28,1,5,4,154,At Risk,<30
CUST10259,Shalv Kadakia,taran59@wadhwa.biz,Female,35,Lucknow,Widowed,0,2024-06-04,7,29175.21,26,1,4,5,145,At Risk,30-45
CUST10260,Mamooty Dugar,xsami@gmail.com,Female,40,Bangalore,Single,0,2021-06-18,13,25294.31,21,2,2,4,224,Others,30-45
CUST10261,Nehmat Yohannan,mehulbali@hotmail.com,Male,61,Lucknow,Single,1,2020-08-11,171,14372.08,13,5,1,1,511,Others,60+
CUST10262,Lagan Savant,kallaaarush@yahoo.com,Male,64,Delhi,Divorced,1,2021-12-08,37,17247.75,23,3,3,1,331,Others,60+
CUST10263,Indrans Bhalla,hridaan66@madan-viswanathan.net,Female,51,Mumbai,Divorced,0,2020-12-20,26,31098.39,30,3,5,5,355,Loyal Customers,45-60
CUST10264,Kartik Buch,hunarbhasin@master-lal.com,Male,43,Chennai,Married,0,2021-10-02,19,21797.739999999998,25,2,4,3,243,At Risk,30-45
CUST10265,Shamik Raman,akarshgola@gmail.com,Female,35,Mumbai,Divorced,4,2022-05-29,15,31026.35,26,2,4,5,245,At Risk,30-45
CUST10266,Rania Kothari,sachdevdhruv@gmail.com,Male,40,Bangalore,Divorced,1,2021-07-15,11,15172.89,12,1,1,1,111,Lost,30-45
CUST10267,Jivika Bora,rhea24@ghosh.info,Not Disclosed,54,Lucknow,Widowed,1,2022-11-03,126,22989.25,24,5,3,3,533,Loyal Customers,45-60
CUST10268,Kiaan Sem,prishasur@sen.com,Not Disclosed,43,Ahmedabad,Married,2,2020-09-13,76,24084.600000000002,26,4,4,3,443,Loyal Customers,30-45
CUST10269,Ela Chandra,talwarzaina@verma.com,Not Disclosed,26,Mumbai,Single,0,2020-10-02,29,27376.14,28,3,5,4,354,Loyal Customers,<30
CUST10270,Saanvi Mani,hridaan65@hotmail.com,Male,75,Kolkata,Divorced,1,2021-01-07,58,23137.39,25,4,4,3,443,Loyal Customers,60+
CUST10271,Zain Kamdar,kiaanbali@gmail.com,Female,52,Ahmedabad,Divorced,1,2022-01-21,111,19122.53,23,5,3,2,532,Potential Loyalists,45-60
CUST10272,Akarsh Dara,nsrinivasan@yahoo.com,Female,63,Delhi,Divorced,0,2021-08-02,70,18281.28,17,4,1,2,412,Others,60+
CUST10273,Baiju Chadha,kalevedika@johal-bhatti.com,Not Disclosed,41,Jaipur,Single,2,2022-12-27,136,20051.489999999998,25,5,4,2,542,Potential Loyalists,30-45
CUST10274,Zeeshan Sood,kulkarniamani@gmail.com,Female,61,Bangalore,Married,0,2023-07-13,84,26545.71,24,5,3,4,534,Loyal Customers,60+
CUST10275,Keya Balan,trivedinirvaan@hotmail.com,Not Disclosed,27,Hyderabad,Widowed,2,2023-07-03,22,25884.08,23,2,3,4,234,At Risk,<30
CUST10276,Adira Borde,hansh24@keer.com,Female,41,Ahmedabad,Married,0,2023-04-18,14,16685.07,17,2,1,1,211,New Customers,30-45
CUST10277,Suhana Sunder,keerinaaya@hotmail.com,Female,71,Pune,Widowed,0,2022-08-18,24,15207.33,15,2,1,1,211,New Customers,60+
CUST10278,Gokul Luthra,hdara@yahoo.com,Not Disclosed,27,Ahmedabad,Divorced,2,2022-09-15,18,9333.33,10,2,1,1,211,New Customers,<30
CUST10279,Advika Bhardwaj,kiararamaswamy@goyal.com,Not Disclosed,56,Mumbai,Single,3,2022-08-09,33,22648.98,25,3,4,3,343,Loyal Customers,45-60
CUST10280,Faiyaz Sant,kundaadah@bath.info,Not Disclosed,26,Kolkata,Single,1,2021-01-09,20,17175.13,13,2,1,1,211,New Customers,<30
CUST10281,Kaira Kala,cratti@hotmail.com,Female,56,Kolkata,Divorced,3,2023-03-05,41,15444.86,15,3,1,1,311,Others,45-60
CUST10282,Raghav Rao,rchoudhary@yahoo.com,Female,43,Lucknow,Widowed,0,2023-02-08,10,24158.98,23,1,3,3,133,At Risk,30-45
CUST10283,Ahana  Loke,drishya27@divan-master.org,Female,67,Mumbai,Single,2,2023-11-14,78,17883.73,15,5,1,1,511,Others,60+
CUST10284,Diya Sahni,jsani@hotmail.com,Male,55,Bangalore,Divorced,1,2021-05-08,94,25132.89,25,5,4,4,544,Champions,45-60
CUST10285,Suhana Rau,advik12@tara-warrior.com,Not Disclosed,59,Chennai,Widowed,2,2022-04-08,12,30398.510000000002,25,2,4,5,245,At Risk,45-60
CUST10286,Pranay Uppal,hiran18@gmail.com,Male,69,Lucknow,Married,0,2024-02-03,9,20066.02,24,1,3,2,132,At Risk,60+
CUST10287,Alia Keer,gokul08@gmail.com,Female,73,Bangalore,Single,2,2022-07-06,30,29505.89,28,3,5,5,355,Loyal Customers,60+
CUST10288,Misha Tailor,adhar@deol.com,Not Disclosed,38,Kolkata,Divorced,0,2023-11-06,41,19385.53,22,3,2,2,322,Others,30-45
CUST10289,Faiyaz Bawa,nbath@yahoo.com,Not Disclosed,75,Mumbai,Widowed,1,2022-12-24,34,18164.57,21,3,2,2,322,Others,60+
CUST10290,Khushi Vohra,jayanbala@bhardwaj.com,Female,36,Chennai,Widowed,2,2022-10-29,8,32842.08,33,1,5,5,155,At Risk,30-45
CUST10291,Suhana Srinivasan,hazelborde@verma.com,Male,58,Lucknow,Married,0,2022-12-08,43,20962.68,18,4,1,2,412,Others,45-60
CUST10292,Prisha Trivedi,mannat24@hotmail.com,Not Disclosed,25,Jaipur,Married,1,2022-09-19,72,25271.47,23,4,3,4,434,Loyal Customers,<30
CUST10293,Darshit Varty,apteadah@hotmail.com,Not Disclosed,49,Chennai,Single,4,2024-01-11,11,16185.49,18,1,1,1,111,Lost,45-60
CUST10294,Aarna Kamdar,lakshitsodhi@badal.biz,Male,48,Hyderabad,Widowed,2,2021-10-10,76,14302.2,17,4,1,1,411,Others,45-60
CUST10295,Sumer Goel,vritikachowdhury@tailor.com,Male,43,Hyderabad,Single,0,2024-03-08,32,20208.21,23,3,3,2,332,Others,30-45
CUST10296,Samarth Talwar,onkarbrahmbhatt@walla.biz,Female,60,Hyderabad,Widowed,2,2020-11-10,125,17165.6,19,5,1,1,511,Others,45-60
CUST10297,Piya Setty,qdugal@dhingra.com,Female,49,Hyderabad,Widowed,1,2021-01-11,36,14440.26,18,3,1,1,311,Others,45-60
CUST10298,Nitara Badal,bloyal@gmail.com,Not Disclosed,25,Lucknow,Widowed,3,2023-07-05,9,26857.73,29,1,5,4,154,At Risk,<30
CUST10299,Neelofar Bawa,hchaudhry@yahoo.com,Male,27,Mumbai,Widowed,1,2021-07-23,91,23217.47,20,5,2,3,523,Potential Loyalists,<30
CUST10300,Nirvaan Korpal,charvigola@rout.org,Male,59,Delhi,Married,1,2020-12-28,183,18116.19,22,5,2,1,521,Others,45-60
CUST10301,Ishita Kade,jvig@bhatt-balasubramanian.com,Female,60,Jaipur,Divorced,3,2022-06-01,29,30995.96,25,3,4,5,345,Loyal Customers,45-60
CUST10302,Navya Batta,anvi96@kumar-thakkar.com,Male,51,Delhi,Divorced,0,2022-03-24,68,19644.81,20,4,2,2,422,Potential Loyalists,45-60
CUST10303,Jhanvi Saxena,mandnitara@hotmail.com,Female,69,Hyderabad,Widowed,4,2021-12-17,21,16470.4,15,2,1,1,211,New Customers,60+
CUST10304,Trisha Goyal,suhana14@gmail.com,Not Disclosed,69,Hyderabad,Widowed,3,2024-06-12,2,18496.13,20,1,2,2,122,Lost,60+
CUST10305,Yuvraj  Sastry,khatrikeya@hotmail.com,Not Disclosed,29,Chennai,Married,0,2023-12-28,1,20016.68,22,1,2,2,122,Lost,<30
CUST10306,Ayesha Suresh,guhazaina@jha.com,Not Disclosed,53,Bangalore,Married,1,2021-02-15,10,14432.630000000001,17,1,1,1,111,Lost,45-60
CUST10307,Amani Barman,ghosetiya@gmail.com,Male,50,Hyderabad,Widowed,0,2021-08-21,50,31478.9,32,4,5,5,455,Champions,45-60
CUST10308,Azad Master,ryan18@yahoo.com,Male,51,Hyderabad,Single,0,2020-11-12,8,26316.02,24,1,3,4,134,At Risk,45-60
CUST10309,Shaan Varty,eshani35@dada.com,Female,25,Lucknow,Single,1,2023-03-20,4,23864.97,24,1,3,3,133,At Risk,<30
CUST10310,Heer Edwin,sahaanya@yahoo.com,Not Disclosed,24,Pune,Single,4,2021-11-23,40,14499.86,16,3,1,1,311,Others,<30
CUST10311,Hunar Dara,dayalyakshit@biswas.net,Male,67,Mumbai,Single,4,2024-04-15,45,25459.65,25,4,4,4,444,Champions,60+
CUST10312,Saksham Hans,armaankapoor@iyer.com,Female,47,Ahmedabad,Widowed,0,2024-06-18,21,35451.32,28,2,5,5,255,At Risk,45-60
CUST10313,Saira Ray,fganguly@gmail.com,Male,53,Chennai,Widowed,4,2023-11-10,8,23931.46,21,1,2,3,123,Lost,45-60
CUST10314,Fateh Lala,mahluwalia@gmail.com,Female,53,Bangalore,Widowed,2,2020-11-15,54,18672.7,15,4,1,2,412,Others,45-60
CUST10315,Hrishita Bhakta,dararyan@lad.com,Male,49,Ahmedabad,Divorced,3,2022-07-10,4,15115.08,17,1,1,1,111,Lost,45-60
CUST10316,Prerak Ghosh,badal00@hotmail.com,Female,54,Ahmedabad,Married,2,2024-06-09,8,18596.31,22,1,2,2,122,Lost,45-60
CUST10317,Arnav Chauhan,alisha41@samra.com,Not Disclosed,23,Chennai,Divorced,3,2023-11-24,108,16497.14,16,5,1,1,511,Others,<30
CUST10318,Myra Zachariah,kannansamiha@mammen.info,Female,34,Ahmedabad,Divorced,1,2020-09-13,36,27981.69,29,3,5,5,355,Loyal Customers,30-45
CUST10319,Mamooty Biswas,viswanathanhiran@mani-basak.net,Not Disclosed,47,Mumbai,Married,4,2021-04-23,152,21905.18,21,5,2,3,523,Potential Loyalists,45-60
CUST10320,Kartik Issac,sumer48@vohra-jaggi.net,Female,32,Hyderabad,Single,2,2022-11-13,2,31877.22,29,1,5,5,155,At Risk,30-45
CUST10321,Ranbir Basu,zmanda@yohannan.com,Not Disclosed,57,Hyderabad,Widowed,2,2022-10-28,126,22256.43,22,5,2,3,523,Potential Loyalists,45-60
CUST10322,Ela Bal,madhupdutta@yahoo.com,Male,54,Bangalore,Widowed,1,2022-10-23,33,18342.27,17,3,1,2,312,Others,45-60
CUST10323,Samiha Tiwari,surprisha@gmail.com,Male,23,Delhi,Married,2,2020-09-30,34,25091.57,25,3,4,4,344,Loyal Customers,<30
CUST10324,Inaaya  Hayer,choprakartik@yahoo.com,Male,19,Kolkata,Widowed,1,2021-02-17,248,15207.19,22,5,2,1,521,Others,<30
CUST10325,Rohan Lad,kanav88@loke.com,Male,55,Lucknow,Married,2,2023-07-31,6,25205.83,25,1,4,4,144,At Risk,45-60
CUST10326,Anvi Butala,swalia@borra.com,Not Disclosed,22,Hyderabad,Widowed,0,2020-12-12,23,29754.95,25,2,4,5,245,At Risk,<30
CUST10327,Anika Chahal,qtak@venkatesh.biz,Male,60,Kolkata,Divorced,2,2023-08-03,39,20183.579999999998,23,3,3,2,332,Others,45-60
CUST10328,Chirag Bhatt,gkoshy@hotmail.com,Male,32,Ahmedabad,Married,1,2024-04-14,38,18712.44,22,3,2,2,322,Others,30-45
CUST10329,Keya Dash,yuvaan56@hotmail.com,Not Disclosed,36,Delhi,Divorced,0,2022-02-20,7,29564.45,31,1,5,5,155,At Risk,30-45
CUST10330,Miraya Verma,piyavig@rau.com,Female,19,Ahmedabad,Single,2,2021-07-19,98,18284.309999999998,23,5,3,2,532,Potential Loyalists,<30
CUST10331,Khushi Koshy,hyohannan@sabharwal.info,Female,34,Lucknow,Single,0,2020-09-07,39,26956.12,29,3,5,4,354,Loyal Customers,30-45
CUST10332,Shamik Sandhu,khushi89@bhattacharyya-mangal.com,Female,28,Bangalore,Single,0,2022-01-25,103,19041.32,24,5,3,2,532,Potential Loyalists,<30
CUST10333,Saanvi Kant,yshere@krishna.com,Female,58,Lucknow,Married,2,2022-05-27,48,16183.95,17,4,1,1,411,Others,45-60
CUST10334,Anay Mandal,mishti82@din.com,Not Disclosed,50,Kolkata,Single,3,2021-10-17,7,24120.74,21,1,2,3,123,Lost,45-60
CUST10335,Umang Iyengar,qsalvi@gmail.com,Not Disclosed,31,Kolkata,Married,2,2021-04-19,151,22535.25,23,5,3,3,533,Loyal Customers,30-45
CUST10336,Jivika Barman,andraranbir@desai.com,Not Disclosed,34,Mumbai,Single,2,2022-12-20,47,23750.21,25,4,4,3,443,Loyal Customers,30-45
CUST10337,Miraya Sekhon,karanshlok@gmail.com,Not Disclosed,42,Pune,Married,0,2022-11-11,34,13154.14,17,3,1,1,311,Others,30-45
CUST10338,Shray Shah,kannandrishya@hegde.com,Not Disclosed,28,Jaipur,Married,3,2024-03-06,20,27838.98,24,2,3,5,235,At Risk,<30
CUST10339,Vivaan Bahri,aarush78@lall.biz,Female,67,Kolkata,Widowed,0,2021-07-24,31,28088.33,28,3,5,5,355,Loyal Customers,60+
CUST10340,Pari Lad,arnavramakrishnan@hotmail.com,Male,60,Bangalore,Married,1,2021-07-09,69,18865.08,18,4,1,2,412,Others,45-60
CUST10341,Yakshit Kumer,ahana-59@gmail.com,Female,66,Mumbai,Widowed,0,2022-03-07,52,26182.71,26,4,4,4,444,Champions,60+
CUST10342,Sana Shere,adahbuch@hotmail.com,Not Disclosed,52,Chennai,Married,0,2020-11-27,30,29582.62,24,3,3,5,335,Loyal Customers,45-60
CUST10343,Priyansh Jhaveri,shray76@hotmail.com,Not Disclosed,65,Mumbai,Widowed,2,2022-09-27,41,11823.91,14,3,1,1,311,Others,60+
CUST10344,Nakul Gola,akarsh14@vora.com,Male,29,Lucknow,Married,2,2022-03-05,48,27523.82,23,4,3,4,434,Loyal Customers,<30
CUST10345,Ayesha Anand,obhakta@bhalla.com,Female,51,Chennai,Married,0,2023-11-07,8,28009.44,28,1,5,5,155,At Risk,45-60
